HGNC.symbol,UniProt.Ac
GSTM1,P09488
MED29,Q9NX70
CREBZF,Q9NS37
C12orf45,Q8N5I9
UBQLN4,Q9NRR5
MAGEA12,P43365
MC1R,Q01726
BARX2,Q9UMQ3
NTF3,P20783
ZNF572,Q7Z3I7
MGAT4B,Q9UQ53
BTBD1,Q9H0C5
ZFP36,P26651
SNIP1,Q8TAD8
GPRC5B,Q9NZH0
TMEM209,Q96SK2
MBOAT7,Q96N66
PYROXD1,Q8WU10
CTRC,Q99895
PRPF4,O43172
GSTM5,P46439
MAPK12,P53778
C4orf17,Q53FE4
NNAT,Q16517
CCDC89,Q8N998
DNALI1,O14645
LAMTOR2,Q9Y2Q5
MRPL54,Q6P161
RNF183,Q96D59
CSAG1,Q6PB30
RAX2,Q96IS3
C14orf79,Q96F83
TMEM45B,Q96B21
CYTH1,Q15438
ANO2,Q9NQ90
CHST13,Q8NET6
RAPSN,Q13702
C3orf22,Q8N5N4
SQLE,Q14534
AKAP7,Q9P0M2
TM6SF1,Q9BZW5
GSTM3,P21266
DYNC2LI1,Q8TCX1
RAB25,P57735
WDR31,Q8NA23
MAGEA2,P43356
TSEN34,Q9BSV6
LRRFIP2,Q9Y608
BSPRY,Q5W0U4
MATK,P42679
MEX3A,A1L020
NDRG4,Q9ULP0
HDHD3,Q9BSH5
COQ6,Q9Y2Z9
HARS2,P49590
ARG1,P05089
TRMT10A,Q8TBZ6
SLC17A8,Q8NDX2
VWF,P04275
CTNNBL1,Q8WYA6
GPR139,Q6DWJ6
HOXA2,O43364
ALDH1L2,Q3SY69
NFRKB,Q6P4R8
ALAD,P13716
EPS8L3,Q8TE67
HDAC7,Q8WUI4
JMY,Q8N9B5
RILP,Q96NA2
VSTM2L,Q96N03
CELF1,Q92879
RBM17,Q96I25
STAU2,Q9NUL3
POLE3,Q9NRF9
PHKG1,Q16816
R3HDM1,Q15032
OR10H4,Q8NGA5
SQSTM1,Q13501
GP2,P55259
GNL2,Q13823
KIAA0196,Q12768
RECQL,P46063
TTI1,O43156
PLEKHG2,Q9H7P9
C9orf43,Q8TAL5
STYX,Q8WUJ0
UPK3BL,B0FP48
ZMAT2,Q96NC0
REC8,O95072
MAGEA3,P43357
BNC1,Q01954
GNPNAT1,Q96EK6
RSPO1,Q2MKA7
AAAS,Q9NRG9
PI4K2A,Q9BTU6
RPS9,P46781
ZFR2,Q9UPR6
HOXA3,O43365
PCDHA1,Q9Y5I3
TPM4,P67936
CSF1,P09603
SH3GL3,Q99963
SPDYE2B,A6NHP3
C1orf109,Q9NX04
HOXA4,Q00056
MAPK11,Q15759
NR1H4,Q96RI1
UBR3,Q6ZT12
HOXA5,P20719
CDCA4,Q9BXL8
RPRD1B,Q9NQG5
GABARAP,O95166
HOXA6,P31267
SSMEM1,Q8WWF3
HOXA7,P31268
C10orf62,Q5T681
MTTP,P55157
LHCGR,P22888
ALG13,Q9NP73
CETN2,P41208
HOXA9,P31269
MORN4,Q8NDC4
CPA2,P48052
FAM185A,Q8N0U4
HOXA10,P31260
NSDHL,Q15738
RAB8A,P61006
PSMD13,Q9UNM6
FERMT2,Q96AC1
HOMER1,Q86YM7
PRPF8,Q6P2Q9
GPR132,Q9UNW8
UMOD,P07911
TRMT10C,Q7L0Y3
HOXA11,P31270
HOXA13,P31271
TXNRD3NB,Q6F5E7
LILRB3,O75022
CHCHD2,Q9Y6H1
AVPI1,Q5T686
EVX1,P49640
NT5M,Q9NPB1
AHCYL1,O43865
RPS16,P62249
ADAMTSL3,P82987
SYTL2,Q9HCH5
MARVELD1,Q9BSK0
HSH2D,Q96JZ2
CHCHD6,Q9BRQ6
CASD1,Q96PB1
STAP1,Q9ULZ2
CD9,P21926
CIB3,Q96Q77
PCDHA2,Q9Y5H9
ATCAY,Q86WG3
CTDNEP1,O95476
PLXNB2,O15031
GOLT1B,Q9Y3E0
NDUFS3,O75489
FAM32A,Q9Y421
RGS3,P49796
PDILT,Q8N807
CPA4,Q9UI42
PTPMT1,Q8WUK0
PCNP,Q8WW12
DEPDC1B,Q8WUY9
TGM2,P21980
MED9,Q9NWA0
STRIP1,Q5VSL9
CELA2A,P08217
NMRK2,Q9NPI5
UQCRC1,P31930
PRDM10,Q9NQV6
MED23,Q9ULK4
PAPD4,Q6PIY7
KBTBD4,Q9NVX7
NUPR1L,A6NF83
CELA2B,P08218
ACSM5,Q6NUN0
KIAA1755,Q5JYT7
ALX3,O95076
UBL4B,Q8N7F7
DEF8,Q6ZN54
ZNF727,A8MUV8
CDCA8,Q53HL2
AP1M1,Q9BXS5
PCDHA3,Q9Y5H8
ZNF679,Q8IYX0
UBA6,A0AVT1
DENND6B,Q8NEG7
ZNF185,O15231
SLC6A17,Q9H1V8
PCDHA4,Q9UN74
ZNF736,B4DX44
DAPK3,O43293
GNRHR,P30968
JAG2,Q9Y219
ZNF618,Q5T7W0
BPI,P17213
PCDHA5,Q9Y5H7
LMNA,P02545
PFKFB3,Q16875
NLRP6,P59044
RASD1,Q9Y272
CASP9,P55211
GOLGA6L4,A6NEF3
KCNC4,Q03721
DAPP1,Q9UN19
ARHGEF3,Q9NR81
SETD6,Q8TBK2
LILRA6,Q6PI73
PCDHA6,Q9UN73
AMBP,P02760
C5orf45,Q6NTE8
FBXL13,Q8NEE6
EPHA10,Q5JZY3
C3orf70,A6NLC5
PCDHA7,Q9UN72
ZFYVE27,Q5T4F4
C12orf39,Q9BT56
NSMCE2,Q96MF7
KLF2,Q9Y5W3
IPO4,Q8TEX9
PLEKHG6,Q3KR16
PCDHA8,Q9Y5H6
UBE2W,Q96B02
RBM15,Q96T37
ZSCAN2,Q7Z7L9
KIF12,Q96FN5
MANEAL,Q5VSG8
GYS2,P54840
PCDHA9,Q9Y5H5
FAM180B,Q6P0A1
EHHADH,Q08426
ACSM2A,Q08AH3
PLXNA1,Q9UIW2
LAMTOR3,Q9UHA4
ZBTB11,O95625
C1QTNF4,Q9BXJ3
ZNF680,Q8NEM1
DNAJC16,Q9Y2G8
RPL24,P83731
TMPRSS11D,O60235
PCDHA10,Q9Y5I2
TRIB1,Q96RU8
LBP,P18428
ZNF107,Q9UII5
HIBADH,P31937
AGMAT,Q9BSE5
SGCE,O43556
PCDHA11,Q9Y5I1
PEMT,Q9UBM1
DDI2,Q5TDH0
DNAJB14,Q8TBM8
EEF2,P13639
TMPRSS11A,Q6ZMR5
MTCH2,Q9Y6C9
RSC1A1,Q92681
SUPT5H,O00267
SLC16A4,O15374
FAM84B,Q96KN1
COL27A1,Q8IZC6
DDHD1,Q8NEL9
LDHB,P07195
POU5F1B,Q06416
ELP5,Q8TE02
PIAS4,Q8N2W9
TMEM89,A2RUT3
TCEB1,Q15369
WDR73,Q6P4I2
CCDC83,Q8IWF9
MYC,P01106
TMEM75,Q8N9X5
TMPRSS11F,Q6ZWK6
ORM1,P02763
LAMTOR5,O43504
TMPRSS11BNL,B3KVV0
GSDMC,Q9BYG8
ZNF138,P52744
PROK1,P58294
LILRB5,O75023
ENTPD5,O75356
TMPRSS11B,Q86T26
PCDHA12,Q9UN75
KCNA10,Q16322
ORM2,P19652
USP36,Q9P275
H2AFZ,P0C0S5
ATHL1,Q32M88
STAT3,P40763
KCNJ8,Q15842
CEP97,Q8IW35
IFITM5,A6NNB3
TRPC5,Q9UL62
KCNA2,P16389
PCDHA13,Q9Y5I0
PLEKHM2,Q8IWE5
IFITM2,Q01629
ACSM2B,Q68CK6
KCNA3,P22001
IFITM1,P13164
TMEM70,Q9BUB7
PPP6R2,O75170
APLP2,Q06481
PCDHAC1,Q9H158
IFITM3,Q01628
GOLGA4,Q13439
EPS15L1,Q9UBC2
CD53,P19397
RAI1,Q7Z5J4
SEPT2,Q15019
ZBTB7A,O95365
C3orf56,Q8N813
B4GALNT4,Q76KP1
UBXN4,Q92575
YRDC,Q86U90
CENPBD1,B2RD01
LRIF1,Q5T3J3
AGBL2,Q5U5Z8
C1orf122,Q6ZSJ8
RALGAPB,Q86X10
NXPE3,Q969Y0
DBNDD1,Q9H9R9
MAP2K2,P36507
PCDHAC2,Q9Y5I4
FAM49B,Q9NUQ9
NMB,P08949
MUC21,Q5SSG8
LRRC17,Q8N6Y2
MAP3K13,O43283
MTF1,Q14872
YTHDC1,Q96MU7
ABCC9,O60706
ZCCHC16,Q6ZR62
MUC22,E2RYF6
PKP3,Q9Y446
TPRA1,Q86W33
LHFPL1,Q86WI0
PEG10,Q86TG7
MYO3B,Q8WXR4
DDIT4L,Q96D03
TLCD2,A6NGC4
SEMA4A,Q9H3S1
DRAM2,Q6UX65
SLC26A6,Q9BXS9
LY96,Q9Y6Y9
SEC11A,P67812
AKNA,Q7Z591
NUDT14,O95848
ADIG,Q0VDE8
ARMC10,Q8N2F6
ACSM3,Q53FZ2
PICALM,Q13492
SBF1,O95248
ABCG5,Q9H222
PCDHB1,Q9Y5F3
LILRB2,Q8N423
ELOVL7,A1L3X0
EMCN,Q9ULC0
ARHGAP40,Q5TG30
PCDHB2,Q9Y5E7
SLC32A1,Q9H598
PCDHB3,Q9Y5E6
CMYA5,Q8N3K9
GAS8,O95995
INPP5B,P32019
AMOT,Q4VCS5
CLDN7,O95471
PCDHB4,Q9Y5E5
TBC1D9B,Q66K14
SLC25A34,Q6PIV7
ZNF273,Q14593
PCDHB5,Q9Y5E4
ACTR5,Q9H9F9
DFNB31,Q9P202
PNMA5,Q96PV4
SLC25A44,Q96H78
TMEM82,A0PJX8
GAS2L3,Q86XJ1
TAX1BP1,Q86VP1
CREB3L3,Q68CJ9
CEPT1,Q9Y6K0
LCT,P09848
PNMA3,Q9UL41
ATP6V1G1,O75348
PNMA6C,P0CW26
FNBP4,Q8N3X1
JPH1,Q9HDC5
PPP1R9A,Q9ULJ8
ZNF592,Q92610
VDR,P11473
C9orf91,Q5VZI3
SPATA12,Q7Z6I5
C3orf35,Q8IVJ8
FBLIM1,Q8WUP2
TNFSF15,O95150
PCDHB6,Q9Y5E3
PPP1R16B,Q96T49
GDAP1,Q8TB36
TNFSF8,P32971
SIGIRR,Q6IA17
TNFRSF1A,P19438
PCDHB7,Q9Y5E2
DENND2D,Q9H6A0
MTX3,Q5HYI7
SF3A3,Q12874
PCDHB8,Q9UN66
PCDHB16,Q9NRJ7
CCDC176,Q8ND07
JAZF1,Q86VZ6
HTR2C,P28335
PCDHB10,Q9UN67
ADM2,Q7Z4H4
ALPK3,Q96L96
ERCC8,Q13216
PCDHB11,Q9Y5F2
ENPP3,O14638
FAM83D,Q9H4H8
SREBF1,P36956
SPEN,Q96T58
TMPRSS11E,Q9UL52
BMP4,P12644
NFKBIZ,Q9BYH8
KIAA1033,Q2M389
ASAP1,Q9ULH1
MIOX,Q9UGB7
ST14,Q9Y5Y6
ZNF117,Q03924
CNOT1,A5YKK6
ERV3-1,Q14264
PCDHB12,Q9Y5F1
PNMA6A,P0CW24
THBS4,P35443
PCDHB13,Q9Y5F0
SIRT6,Q8N6T7
ITGA9,Q13797
PCDHB14,Q9Y5E9
ZNF92,Q03936
IL13RA2,Q14627
SLC2A4,P14672
PCDHB15,Q9Y5E8
PMF1,Q6P1K2
WDR81,Q562E7
SLC25A2,Q9BXI2
NUP160,Q12769
ABCG8,Q9H221
PI15,O43692
TIMM50,Q3ZCQ8
TAF7,Q15545
SLC28A1,O00337
CALR3,Q96L12
ZBTB44,Q8NCP5
UGT2B17,O75795
EED,O75530
TMEM41A,Q96HV5
UGT2B15,P54855
FARP2,O94887
C16orf3,O95177
LILRA3,Q8N6C8
PCDHGA1,Q9Y5H4
PPP3CA,Q08209
ACSM1,Q08AH1
FHL3,Q13643
CHI3L2,Q15782
PRDM7,Q9NQW5
CREB5,Q02930
C19orf44,Q9H6X5
LILRA5,A6NI73
CRISPLD1,Q9H336
THUMPD1,Q9NXG2
PCDHGA2,Q9Y5H1
UTP11L,Q9Y3A2
TMEM106C,Q9BVX2
CDKN3,Q16667
BGLAP,P02818
PCDHGA3,Q9Y5H0
PCDHGB1,Q9Y5G3
LILRA4,P59901
UGT2B10,P36537
ADAMTS8,Q9UP79
VKORC1L1,Q8N0U8
POU3F1,Q03052
IL17RD,Q8NFM7
PNMA6D,P0CZ20
RNF130,Q86XS8
PNMA6B,P0C5W0
UGT2A3,Q6UWM9
CASP7,P55210
OR2A4,O95047
MAGEA1,P43355
ZBTB17,Q13105
RRAGC,Q9HB90
CTAGE9,A4FU28
CHERP,Q8IWX8
TNC,P24821
ANO9,A1A5B4
NAPEPLD,Q6IQ20
DHX35,Q9H5Z1
ZNF275,Q9NSD4
ERI2,A8K979
ADAMTS15,Q8TE58
PCDHGA4,Q9Y5G9
ZFP92,A6NM28
LRPPRC,P42704
C11orf44,Q8N8P7
FSHR,P23945
BRF1,Q92994
TM9SF1,O15321
PCDHGB2,Q9Y5G2
DEC1,Q9P2X7
LMF2,Q9BU23
GUSB,P08236
LRCH2,Q5VUJ6
PCDHGA5,Q9Y5G8
DLL3,Q9NYJ7
YBX2,Q9Y2T7
C11orf73,Q53FT3
PCDHGB3,Q9Y5G1
TREX2,Q9BQ50
ALDH6A1,Q02252
C1orf64,Q8NEQ6
UGT2B7,P16662
ENPP1,P22413
SERINC5,Q86VE9
LIPH,Q8WWY8
PAPPA,Q13219
ZPLD1,Q8TCW7
PTRF,Q6NZI2
PON1,P27169
SLC38A7,Q9NVC3
HSPB7,Q9UBY9
LAIR1,Q6GTX8
CHIA,Q9BZP6
SP7,Q8TDD2
ADCY8,P40145
HNF4G,Q14541
SNX19,Q92543
ANKRD24,Q8TF21
CTDSPL,O15194
SFRP5,Q5T4F7
PTDSS2,Q9BVG9
PAPPA-AS1,Q5QFB9
RASGEF1C,Q8N431
UGT2B11,O75310
GOLGA7B,Q2TAP0
EBI3,Q14213
EID2B,Q96D98
SP1,P08047
RBMXL3,Q8N7X1
SERPINF2,P08697
PCDHGA6,Q9Y5G7
MYCBP,Q99417
EID2,Q8N6I1
LUZP4,Q9P127
PCDHGA7,Q9Y5G6
SLC35E1,Q96K37
PIFO,Q8TCI5
LGALS13,Q9UHV8
SCNN1A,P37088
CCDC81,Q6ZN84
GJA9,P57773
PDE8A,O60658
PCDHGB4,Q9UN71
LGALS16,A8MUM7
PTPRJ,Q12913
MCM6,Q14566
CMAS,Q8NFW8
PCDHGA8,Q9Y5G5
PMPCB,O75439
OR4B1,Q8NGF8
GOT2,P00505
PCDHGA9,Q9Y5G4
OR4X2,Q8NGF9
PLEKHS1,Q5SXH7
OR4X1,Q8NH49
LGALS14,Q8TCE9
PAQR6,Q6TCH4
RHBDL2,Q9NX52
OR4S1,Q8NGB4
PCDHGB6,Q9Y5F9
CPVL,Q9H3G5
OR4C3,Q8NH37
MAFB,Q9Y5Q3
OVGP1,Q12889
OR4C5,Q8NGB2
PCDHGA10,Q9Y5H3
OR4A47,Q6IF82
PON3,Q15166
MED26,O95402
SPZ1,Q9BXG8
AKIRIN1,Q9H9L7
NCAPH2,Q6IBW4
PCDHGB7,Q9Y5F8
TRIM49B,A6NDI0
BANK1,Q8NDB2
TOP1,P11387
LIN52,Q52LA3
PCDHGA11,Q9Y5H2
TSSK4,Q6SA08
HESX1,Q9UBX0
CLCNKA,P51800
PCDHGA12,O60330
MAPK9,P45984
EIF5A,P63241
ASTN2,O75129
CCDC94,Q9BW85
WDR77,Q9BQA1
CRTAC1,Q9NQ79
NTM,Q9P121
SERPINF1,P36955
ZFHX4,Q86UP3
SHD,Q96IW2
UGT2B28,Q9BY64
RNH1,P13489
MCM2,P49736
TMIGD2,Q96BF3
ZFYVE16,Q7Z3T8
TIMP2,P16035
CTGF,P29279
CDH8,P55286
HAUS7,Q99871
CELSR3,Q9NYQ7
ATP5F1,P24539
ST8SIA1,Q92185
NDUFS5,O43920
NDUFAF2,Q8N183
ME3,Q16798
TRIM32,Q13049
SMG5,Q9UPR3
ATP6V0A1,Q93050
C1orf162,Q8NEQ5
VILL,O15195
TLR4,O00206
CNIH1,O95406
PLCG1,P19174
ALCAM,Q13740
AMHR2,Q16671
CLC,Q05315
FSD1,Q9BTV5
LEUTX,A8MZ59
ADORA3,P33765
CLCNKB,P51801
FOLH1,Q04609
APPL1,Q9UKG1
TMEM79,Q9BSE2
BRINP1,O60477
CHMP4A,Q9BY43
FAM131C,Q96AQ9
DARS,P14868
PRR13,Q9NZ81
PCDHGC3,Q9UN70
PCDHGC4,Q9Y5F7
PRSS23,O95084
EFR3A,Q14156
PLS3,P13797
SMIM7,Q9BQ49
RAP1A,P62834
DYRK1B,Q9Y463
DCUN1D3,Q8IWE4
SMIM15,Q7Z3B0
STK25,O00506
LYRM1,O43325
FAM212B,Q9NTI7
PRKCQ,Q04759
SLC39A8,Q9C0K1
ASL,P04424
EPHA2,P29317
UGT2B4,P06133
COL2A1,P02458
FZD4,Q9ULV1
PON2,Q15165
TTYH1,Q9H313
CHN2,P52757
VSX2,P58304
UGT2A1,Q9Y4X1
GMFB,P60983
OC90,Q02509
MOXD1,Q6UVY6
CDH11,P55287
LGALS3BP,Q08380
PEX2,P28328
DDX20,Q9UHI6
HHLA1,C9JL84
AKAP13,Q12802
C1orf85,Q8WWB7
MDP1,Q86V88
TMEM38A,Q9H6F2
TMEM135,Q86UB9
STX7,O15400
SENP2,Q9HC62
UGT2A2,Q9Y4X1
LTBR,P36941
BGN,P21810
ZSWIM6,Q9HCJ5
TAAR8,Q969N4
TAAR6,Q96RI8
PKIA,P61925
TAAR5,O14804
LENG8,Q96PV6
GPS2,Q13227
VHLL,Q6RSH7
TAAR2,Q9P1P5
DNAH3,Q8TD57
KCND3,Q9UK17
TAAR1,Q96RJ0
ABCD4,O14678
OR4A5,Q8NH83
CGRRF1,Q99675
OR4C46,A6NHA9
VNN1,O95497
ZC2HC1A,Q96GY0
ARHGEF19,Q8IW93
R3HCC1L,Q7Z5L2
SCO2,O43819
TRIM48,Q8IWZ4
C1orf134,Q5TEV5
OR4A16,Q8NH70
OR4A15,Q8NGL6
RSG1,Q9BU20
C5orf64,Q2M2E5
CTTNBP2NL,Q9P2B4
OR4C15,Q8NGM1
LENG9,Q96B70
OR4C16,Q8NGL9
SULT1B1,O43704
CDC42EP5,Q6NZY7
OR4C11,Q6IEV9
GFPT2,O94808
OR4P4,Q8NGL7
FBXO42,Q6P3S6
OR4S2,Q8NH73
NWD1,Q149M9
CRCP,O75575
OR4C6,Q8NH72
DNAJC2,Q99543
WNT2B,Q93097
IL7,P13232
STAP2,Q9UGK3
RAB38,P57729
SMYD4,Q8IYR2
LAIR2,Q6ISS4
UTP20,O75691
PLCD1,P51178
OR5D13,Q8NGL4
OR5D14,Q8NGL3
OR5L1,Q8NGL2
ZHX3,Q9H4I2
TYMP,P19971
OPA1,O60313
OR5D18,Q8NGL1
OR5L2,Q8NGL0
NEDD8,Q15843
OR5D16,Q8NGK9
SZRD1,Q7Z422
CDH5,P33151
SULT1E1,P49888
TRIM51,Q9BSJ1
ODF3B,A8MYP8
VNN3,Q9NY84
KIR3DX1,Q9H7L2
KLHDC7B,Q96G42
KIF2A,O00139
LPIN3,Q9BQK8
OR5W2,Q8NH69
SYCE3,A1L190
OR5I1,Q13606
OR10AG1,Q8NH19
NCKIPSD,Q9NZQ3
MPND,Q8N594
STMN2,Q93045
OR5F1,O95221
EMILIN3,Q9NT22
OR5AS1,Q8N127
OR8I2,Q8N0Y5
OR8H2,Q8N162
BOK,Q9UMX3
OR8H3,Q8N146
OR8J3,Q8NGG0
CBLB,Q13191
OR8K5,Q8NH50
NFKB1,P19838
CTSC,P53634
THAP4,Q8WY91
LOXL4,Q96JB6
SIN3B,O75182
PCBP2,Q15366
CXCR4,P61073
SH3GL1,Q99961
LILRA2,Q8N149
CNOT6,Q9ULM6
OR5J2,Q8NH18
SAMD4A,Q9UPU9
SPATA21,Q7Z572
OR5T2,Q8NGG2
BEAN1,Q3B7T3
OR5T3,Q8NGG3
KCNQ3,O43525
OR5T1,Q8NG75
TMEM159,Q96B96
OR8H1,Q8NGG4
CSN1S1,P47710
OR8K3,Q8NH51
CD27,P26842
CHD6,Q8TD26
OR8K1,Q8NGG5
OR8J1,Q8NGP2
OR8U1,Q8NH10
OR5R1,Q8NH85
CDK5RAP2,Q96SN8
TPST1,O60507
PODXL2,Q9NZ53
OR5M9,Q8NGP3
AGTR2,P50052
OR5M3,Q8NGP4
LRRC6,Q86X45
OR5M8,Q8NGP6
KLHL25,Q9H0H3
OR5M11,Q96RB7
C2CD5,Q86YS7
CANT1,Q8WVQ1
OR5M10,Q6IEU7
OR5M1,Q8NGP8
SENP1,Q9P0U3
NECAP2,Q9NVZ3
GMPR2,Q9P2T1
ZP2,Q05996
OR5AP2,Q8NGF4
SLC6A14,Q9UN76
CPT1B,Q92523
OR5AR1,Q8NGP9
TAPBPL,Q9BX59
MEGF9,Q9H1U4
CHAF1A,Q13111
AGBL1,Q96MI9
PRR15,Q8IV56
ANKS4B,Q8N8V4
RPA1,P27694
KCTD7,Q96MP8
HEY1,Q9Y5J3
ASB14,A6NK59
CT83,Q5H943
FBXW2,Q9UKT8
WIPF3,A6NGB9
GRM5,P41594
TK2,O00142
ASB4,Q9Y574
TOM1L2,Q6ZVM7
FRMD4A,Q9P2Q2
RTN4RL1,Q86UN2
TYR,P14679
ATG4B,Q9Y4P1
FAM231B,A6NCW3
GCH1,P30793
CRYM,Q14894
PSMD5,Q16401
THSD7B,Q9C0I4
F2RL3,Q96RI0
ATP2B3,Q16720
PYROXD2,Q8N2H3
SCGB3A1,Q96QR1
C1QTNF1-AS1,A8MTB1
UBXN6,Q9BZV1
LILRB1,Q8NHL6
TMEM71,Q6P5X7
ABTB1,Q969K4
PHF19,Q5T6S3
HNMT,P50135
OR9G1,Q8NH87
KLHL13,Q9P2N7
OR9G4,Q8NGQ1
NTRK3,Q16288
DLEC1,Q9Y238
OR5AK2,Q8NH90
DNAH12,Q6ZR08
LRRC55,Q6ZSA7
CPAMD8,Q8IZJ3
IP6K2,Q9UHH9
BTBD6,Q96KE9
TRAF1,Q13077
APLNR,P35414
MANBA,O00462
CSN2,P05814
NPIPB3,Q92617
C1QTNF1,Q9BXJ1
CHKB,Q9Y259
NEURL4,Q96JN8
STATH,P02808
SCRN1,Q12765
FLT4,P35916
TNKS1BP1,Q9C0C2
CKLF,Q9UBR5
CCT3,P49368
MACF1,Q9UPN3
TCF19,Q9Y242
FKBP14,Q9NWM8
VAMP1,P23763
MRPS28,Q9Y2Q9
SSRP1,Q08945
DPH1,Q9BZG8
C5,P01031
P2RX3,P56373
PSMC2,P35998
PRG3,Q9Y2Y8
ST7L,Q8TDW4
CCDC54,Q8NEL0
HTN3,P15516
PRG2,P13727
PDK4,Q16654
PHF20L1,A8MW92
PACS2,Q86VP3
METTL9,Q9H1A3
HAUS8,Q9BT25
RABGEF1,Q9UJ41
PLEKHA8,Q96JA3
MAPK8IP2,Q13387
OPCML,Q14982
TSACC,Q96A04
VNN2,O95498
CAPZA1,P52907
SPATA19,Q7Z5L4
PTPRT,O14522
HPS1,Q92902
OR2Y1,Q8NGV0
TINF2,Q9BSI4
MRPL46,Q9H2W6
SLC43A3,Q8NBI5
PLIN4,Q96Q06
CMTM1,Q8IZ96
NOX4,Q9NPH5
IGSF6,O95976
IGSF9B,Q9UPX0
WDHD1,O75717
DYNC1I1,O14576
MGAT1,P26572
MRPS11,P82912
PLIN5,Q00G26
VRTN,Q9H8Y1
MRPL51,Q4U2R6
LILRA1,O75019
FAM231A,A6NEA5
DIMT1,Q9UNQ2
SYNDIG1L,A6NDD5
SRSF6,Q13247
FAM231C,A6NEA5
LRRC48,Q9H069
BBX,Q8WY36
JAM3,Q9BX67
DTYMK,P23919
TPD52,P55327
CNTRL,Q7Z7A1
TMEM248,Q9NWD8
NPC2,P61916
SLC18B1,Q6NT16
PDE12,Q6L8Q7
MGLL,Q99685
CROCC,Q5TZA2
LILRB4,Q8NHJ6
RAB14,P61106
OTOA,Q7RTW8
ZFP62,Q8NB50
ARF4,P18085
ARSA,P15289
KLF14,Q8TD94
SPOPL,Q6IQ16
MOV10,Q9HCE1
HTN1,P15515
L3MBTL1,Q9Y468
RPS12,P25398
LRG1,P02750
RTN4RL2,Q86UN3
RHBG,Q9H310
MFAP2,P55001
ETNK1,Q9HBU6
NRXN1,P58400
OVCA2,Q8WZ82
ENGASE,Q8NFI3
MYO9B,Q13459
NCAPD2,Q15021
ING5,Q8WYH8
ACAA1,P09110
DET1,Q7L5Y6
HIC1,Q14526
NXPH2,O95156
MKLN1,Q9UL63
SLC43A1,O75387
UBE2D3,P61077
NCAPD3,P42695
SEMA6B,Q9H3T3
CMTM2,Q8TAZ6
AEN,Q8WTP8
TNFAIP8L1,Q8WVP5
SBDS,Q9Y3A5
KIAA0754,O94854
DENND6A,Q8IWF6
BMP8A,Q7Z5Y6
ISG20,Q96AZ6
C19orf10,Q969H8
MAP3K12,Q12852
ISCA2,Q86U28
MTURN,Q8N3F0
ZNRF2,Q8NHG8
WDR44,Q5JSH3
ACR,P10323
KBTBD12,Q3ZCT8
PRKAR2A,P13861
CMTM3,Q96MX0
C4orf40,Q6MZM9
TEX22,C9J3V5
ATP13A2,Q9NQ11
SLC26A5,P58743
KIR3DL1,P43629
RHOC,P08134
TGM1,P22735
CMTM4,Q8IZR5
TIMM10,P62072
SMG6,Q86US8
TRIM77,I1YAP6
TYW1,Q9NV66
LRP1B,Q9NZR2
SEC61A1,P61619
ODAM,A1E959
EYA4,O95677
SMTNL1,A8MU46
TRIM49,P0CI25
SOCS4,Q8WXH5
FDCSP,Q8NFU4
TRIM64B,A6NI03
UBE2L6,O14933
MAPK1IP1L,Q8NDC0
CSN3,P07498
NOD1,Q9Y239
TRIM49D1,C9J1S8
USE1,Q9NZ43
PABPC4,Q13310
CABS1,Q96KC9
SMR3A,Q99954
TRIM49C,P0CI26
C1orf61,Q13536
SMR3B,P02814
DPP9,Q86TI2
LGALS3,P17931
PROL1,Q99935
GGCT,O75223
RABL2B,Q9UNT1
BTNL8,Q6UX41
GSN,P06396
VPS26B,Q4G0F5
SERPING1,P05155
DYNC1LI2,O43237
IPO11,Q9UI26
NAALAD2,Q9Y3Q0
SLC25A20,O43772
PPM1J,Q5JR12
MTA1,Q13330
TG,P01266
FAM19A3,Q7Z5A8
KIR3DL3,Q8N743
SOX5,P35711
THYN1,Q9P016
SDHB,P21912
STOM,P27105
SGK2,Q9HBY8
D2HGDH,Q8N465
HEYL,Q9NQ87
DUSP9,Q99956
AUTS2,Q8WXX7
ATPAF2,Q8N5M1
NPIPB4,C9JG80
PADI2,Q9Y2J8
HAPLN3,Q96S86
SLC16A1,P53985
BTNL3,Q6UXE8
GAL3ST2,Q9H3Q3
RABGGTA,Q92696
DOCK11,Q5JSL3
OCEL1,Q9H607
KIR2DL4,Q99706
ACAD8,Q9UKU7
PODXL,O00592
MUC7,Q8TAX7
DAB2IP,Q5VWQ8
DLGAP5,Q15398
YPEL4,Q96NS1
UQCRC2,P22695
NEU4,Q8WWR8
LRIG2,O94898
PFKM,P08237
MFGE8,Q08431
CHORDC1,Q9UHD1
GARS,P41250
SLC25A13,Q9UJS0
NT5C1A,Q9BXI3
CLP1,Q92989
PDZD9,Q8IXQ8
TTLL11,Q8NHH1
HPCAL4,Q9UM19
FEM1A,Q9BSK4
ZBTB10,Q96DT7
CCDC79,Q8NA31
TICAM1,Q8IUC6
NDUFA8,P51970
PNCK,Q6P2M8
PADI1,Q9ULC6
ZDHHC5,Q9C0B5
MORN5,Q5VZ52
IFT52,Q9Y366
BTNL9,Q6UXG8
AMTN,Q6UX39
MEF2D,Q14814
ACAP1,Q15027
PADI3,Q9ULW8
CRHR2,Q13324
HPSE2,Q8WWQ2
TCF21,O43680
PLIN3,O60664
NDUFB1,O75438
OR2V1,Q8NHB1
PPIE,Q9UNP9
